00-91	AMASync1	AMANDA_SYNC_DOM	1e5b72775d19
67-49	UP6P1464	Gulkana_River	ada28eff60fd
67-50	TP6P1497	Hogatza_River	e44c73438cb0
67-51	UP6P1440	Iditarod_River	e03a51aba1fd
67-52	TP5P0885	Connecticut	d68886f0d068
67-53	UP5P0946	Maryland	595b005178af
67-54	TP6P1431	Gakona_River	c0985b8a00de
67-55	UP5P0632	Liticaphobia	eda1865c31be
67-56	TP6P1499	White_River	ae7f8ac920bc
67-57	UP5P0940	Indiana	215610a77199
67-58	TP6P1509	Sagavanirktok_River	dd507ae67614
67-59	UP4P0250	Pinot_grigio	0ec9ae11b381
67-60	TP6P1503	Anvik_River	e02e36073f39
67-61	AP5P0432	Mycology	0530dd09f069
67-62	AP5P0404	Vodnik	3ed4966de32e
67-63	AP5P0451	Oklahoma_City	429942a3e830
67-64	AP5P0453	Florida	cf08dc9919da
68-01	UP6H7692	Abborre	a4a3eabca8bf
68-02	TP6H7599	Pitepalt	dc02750270c3
68-03	UP6H7722	Vessla	bb0d00af8ba6
68-04	TP6H7623	Greve	ae28f12de5c8
68-05	UP6H7730	Torsk	62ad7ca319a1
68-06	TP6H7607	Wallenbergare	3d3b2e4ddbec
68-07	UP6H7574	Hantverkargatan	11a6b499df68
68-08	TP6H7735	Knot	2ee39e715fa9
68-09	UP6H7664	CMOS_Logik	4cc4eea6f9b4
68-10	TP6H7611	Jordgubbsdryck	ff4f3c207da3
68-11	UP6H7598	Pannkaka	f9b072374d8b
68-12	TP6H7589	Julskinka	9308968109a7
68-13	UP6H7526	Coldinutrappan	6871dcbfea88
68-14	TP6H7609	Cider	16862ed668b5
68-15	UP6H7586	Isterband	cb5e54e253dd
68-16	TP6H7539	Drakenbergsgatan	f3d443d1eacd
68-17	UP6H7640	Uppland	636e5ea73b1d
68-18	TP6H7733	Ren	5b693f61b539
68-19	UP6H7676	Effektregulator	7f707bb1b21c
68-20	TP6H7651	Avlastningsdon	743c8fc031d6
68-21	UP6H7634	Ulricehamn	33fa088e6fc5
68-22	TP6H7675	Drossel	3e76119a6149
68-23	UP6H7616	Must	fd5c3e3c3518
68-24	TP6H7729	Tonfisk	aec511cfcfb8
68-25	UP6H7570	Hagagatan	fcdb34ebcb22
68-26	TP6H7555	Flintbacken	8147a8ef87c0
68-27	UP6H7538	Doktor_Abelins_gata	3d25974e013e
68-28	TP6H7587	Janssons_Frestelse	67b2b4804ec2
68-29	UP6H7732	Myskoxe	f82595caa3b2
68-30	TP6H7649	Audiokabel	cd1342918d92
68-31	UP6H7746	Knaggrocka	913653016913
68-32	TP6H7661	Chip	3168d2c0370b
68-33	UP6H7682	Etspulver	0c9332f42423
68-34	TP6H7605	Svartsoppa	a79fd2e3cbb0
68-35	UP6H7708	Karp	cd8f52092957
68-36	TP6H7635	Tenhult	d6b14643e836
68-37	UP6H7638	Unbyn	5b486b95e551
68-38	TP6H7591	Kanelbulle	01c6128fb4c7
68-39	UP6H7658	Buntband	ae20462d45c5
68-40	TP5H0137	Lavskrika	e9a566eab7c5
68-41	UP6H7576	Hazeliusbacken	6bf53eca8b54
68-42	TP6H7737	Krabba	44e218aa590c
68-43	UP6H7580	Biff_Rydberg	f71a42920000
68-44	TP6H7727	Sjurygg	6e151bf689ff
68-45	UP6H7718	Mullvad	03908e74f2ec
68-46	TP6H7677	Elementnyckel	2e0a617a7d84
68-47	UP6H7642	Urshult	c5d2e4ffa6b3
68-48	TP6H7553	Fiskargatan	fa323a7ab601
68-49	UP6H7606	Upplandskubb	e81288517643
68-50	TP6H7693	Bleka	bcada8739000
68-51	UP6H7696	Flundra	f97852711258
68-52	TP6H7715	Ruda	556e731b3f1e
68-53	UP6H7674	Drivdorn	8512ff836081
68-54	TP6H7723	Vildsvin	959d4a0a5f66
68-55	UP6H7712	Makrill	34281d488d1f
68-56	TP6H7669	Dator	b3a52baf8b49
68-57	UP6H7734	Bergtunga	91f5921825a2
68-58	TP6H7731	Vitling	5502145143c0
68-59	UP6H7726	Sill	3f2035036b35
68-60	TP6H7713	Marulk	8c2c133e34a2
68-61	AP6P1177	Argos	9c2b2b464cb9
68-62	AP6P1168	Harappa	57a6cb44117e
68-63	AP6P1128	Brick_Top	b48a8b18bdde
68-64	AP5P0410	Theophilia	7c73a163c522
69-01	UP6P1680	To_Kill_A_Mockingbird	60ce5decddd8
69-02	TP7Y4555	Ruteni	f7d1bf87691c
69-03	UP6P1676	Paper_Moon	d20cfd7092bd
69-04	TP7Y4541	Belokurikha	ce4a86627a7b
69-05	UP7Y4608	Izberbash	fcbd6c0a72ea
69-06	TP6P1695	Spaghetti_Worm	c80e608dc89b
69-07	UP7Y4542	Chukhloma	d611e463be9b
69-08	TP6P1699	Taxi_Driver	4cd5f78f380f
69-09	UP7Y4588	Andecavii	c35b796737d1
69-10	TP6P1913	Nauru	37400ad130ff
69-11	UP7Y4552	Parisii	78a5219ba25f
69-12	TP6P1601	Cyan	4806a7cf1228
69-13	UP5P0584	Green	5b1bc4d7a076
69-14	TP7Y4599	Ostrogozhsk	df454e1521a6
69-15	UP6P1674	Manchurian_Candidate	f7710e4f18ab
69-16	TP6P1589	Maroon	a3801045000f
69-17	UP6P1792	Siphonophore	10734fc6023f
69-18	TP7Y4563	Gabali	a9b7ad0f88eb
69-19	UP6P1698	Lawrence_Of_Arabia	3fab50b9a69c
69-20	TP6P1683	Dreedles_Girl	4e5199ba5216
69-21	UP5P0634	Ichthyophobia	4c87a4904629
69-22	TP6P1735	Dr_Strangelove	9684326e9778
69-23	UP5P0948	Black	29017f91d720
69-24	TP6P1615	Magenta	919365782abe
69-25	UP6P1418	Lucky_Seven	dcf18983ed90
69-26	TP7Y4577	Bituriges	93d848089513
69-27	UP5P1064	Candidiasis	0c5f80348cdb
69-28	TP7Y4579	Bramovices	8431fc82dcb5
69-29	UP7Y4578	Eleutetes	8d2fdbf0bb48
69-30	TP7Y4567	Mediomatrici	781f8f3059f7
69-31	UP6P1850	Koror	ea6367859e6b
69-32	TP6P1757	Space_Odyssey	9d517c5542ff
69-33	UP6P1800	Sheep_Crab	0af361ed629f
69-34	TP6P1851	Spiny_Lobster	d7451b4f537e
69-35	UP7Y4592	Esubii	0c07dc747695
69-36	TP6P1777	Cryptic_Teardrop_Crab	54501bb54517
69-37	UP6P1696	Sound_Of_Music	1aa0a140d132
69-38	TP6P1605	Violet	f2bcc35034e5
69-39	UP6P1328	Footprint	e705ccfac503
69-40	TP6P1677	Mudd22	32ebe2a3f7f1
69-41	UP7Y4612	Birobidzhan	f615f7874f06
69-42	TP6P1781	Corallimorph	7e083a029a66
69-43	UP6P1702	Crinoid	458ed30afc3c
69-49	UP5P0620	Leprechaun	cf350723c3a0
69-50	TP6P1723	Eraserhead	c22090693066
69-51	UP6P1842	New_Ireland	d38f8e5c9c78
69-52	TP6P1675	Michaela22	549e43c664ce
69-53	UP6P1684	Dr_No	dd6aa14bddae
69-54	TP5P0593	Potophobia	6eafb088bcce
69-55	UP5P0822	Geology	fd038f3e53f9
69-56	TP6P1915	Kosrae	c5ab65b6ba8a
69-57	UP5P1054	Torquoise	f2e756f1b5f2
69-58	TP6P1713	Thunder_Ball	fab22e1981fa
69-59	UP7Y4604	Likhoslavl	0bf9beaad91c
69-60	TP6P1729	Dr_Zhivago	b4653394162b
69-61	AP6P1146	Pillow_Top	c359108343a7
69-62	AP6P1142	Palm_Top	c0d53ce89997
69-63	AP6P1101	Bus_Stop	6584848b8317
69-64	AP5P0437	Oology	4e4f0cd65fcb
70-01	UP6P1524	RPL	15ea59e28f42
70-02	TP6P1479	LaTeX	27efd53a4e89
70-03	UP6P1658	Godfather_PartII	c4a28dcbd58f
70-04	TP6P1725	Animal_House	9a91a407a4b7
70-05	UP6Y4408	Npfundlwa	c0b3c5fb04c7
70-06	TP7Y4513	Cafeolix	18aa36f42808
70-07	UP6P1492	Mathematica	7df12bf722e2
70-08	TP6P1717	Patton	c307a935a721
70-09	UP6P1682	Butch_Cassidy	a84b108f5845
70-10	TP6P1701	Mean_Streets	544122365687
70-11	UP6P1520	Modula	8c6a6bbe74fc
70-12	TP7Y4517	Obelix	dac13da668c7
70-13	UP6P1588	Kraft	c2c5aaab7727
70-14	TP6P1449	Eiffel	78647ecb9b50
70-15	UP6Y4418	Bhima	ef05066cdcfd
70-16	TP6P1535	XML	7baebbc0ae83
70-17	UP6P1670	Fiddler_On_The_Roof	98913839345b
70-18	TP6Y4239	Fu	e9261df5b2b4
70-19	UP6P1664	Chinatown	3156362e46c7
70-20	TP6P1715	Blazing_Saddles	7c2881c092b6
70-21	UP6P1612	Madden_NFL	bc97474a3f4c
70-22	TP6Y4255	Intulo	922a579d5686
70-23	UP6P1526	Sather	736f471564ab
70-24	TP7Y4587	Tricastini	7c31abe464db
70-25	UP6Y4392	Fara_Maka	073911129bf8
70-26	TP6P1577	Pit_Fall	0c44d090b291
70-27	UP6Y4404	Mawenzi	26a6a17acc50
70-28	TP6P1491	Hyper_Talk	98ce9ca8fd76
70-29	UP6P1692	Flame_Scallop	466e7594495c
70-30	TP6P1451	COBOL	a1f6113a9610
70-31	UP7Y4546	Turones	412c0416416e
70-32	TP6Y4397	Comix	f41ea5a471ff
70-33	UP6P1704	Cuttlefish	8dba3f663a4b
70-34	TP6P1461	Objective_C	1bb1eb4c8325
70-35	UP7Y4596	Lexovii	f9a4eed216de
70-36	TP6Y4395	Amon	659f74962a8f
70-37	UP5P0962	Virginia	a809b636d4c7
70-38	TP6P1779	Cushion_Star	ae611d13ba09
70-39	UP6P1618	Zero_Wing	b7e291fdbab1
70-40	TP7Y4527	Carferrix	35bff912839d
70-41	UP6P1586	Major_Major	992f6f7858a6
70-42	TP6P1773	Feather_Duster_Worm	700b7bf5876a
70-43	UP6P1554	Lemmings	6e15c2dd9e87
70-44	TP6P1859	Slipper_Lobster	9d2fb08d04ab
70-45	UP6P1804	Sea_Hare	db9c9f5f5f9b
70-46	TP6P1659	McWatt	0ca5737e6a94
70-47	UP6P1530	Smalltalk	8caea0e80e24
70-48	TP6P1657	Luciana22	bf499abd00ab
70-49	UP6P1518	Matlab	b39c102be12c
70-50	TP6P1525	Gogol	da5481089862
70-51	UP6P1610	Star_Wars_Battlefront	e005b22fb90b
70-52	TP6P1673	Kid_Sampson	fde5d7fc9cbd
70-53	UP6P1534	Visual_Basic	b7a6999072a6
70-54	TP6P1539	Wolfenstein	06c51d876017
70-55	UP6P1490	Pascal	d0e5476e3704
70-56	TP6P1541	Final_Fantasy	e75f8c3cc972
70-57	UP6P1592	Sergeant_Knight	c07a90efdaeb
70-58	TP6P1493	Perl	95b9c6141543
70-59	UP7Y4572	Cadurci	72e1e8456bc0
70-60	TP6P1543	Metroid	7dbbc1795c56
70-61	AP6P1139	One_Stop	f38e65051e1e
70-62	AP6P1176	Knossos	0259b7a81e69
70-63	AP6P1132	Car_Top	2710e0a37528
70-64	AP5P0446	Meteorology	a19e1b2d911d
71-01	UP5Y0094	Honda_Civic	ec503421bc8e
71-02	TP5P0629	Yokai	2697accca19b
71-03	UP6P1576	Mega_Man	79aa8c1cec76
71-04	TP6P1579	Contra	556fb9649781
71-05	UP6P1212	Mimosa	968046fd1bb2
71-06	TP4P0235	Orca	78d52c98293c
71-07	UP6P1560	KungFu	5eb219eb2bc1
71-08	TP7P2119	Kasseri	aafe5b50af7d
71-09	UP5Y0106	Isetta_300	6c56f24c515c
71-10	TP6Y4265	Hathor	78ee8ef4b8bd
71-11	UP6P1354	Barbell	9998b656a3fc
71-12	TP6P1411	Free_Cell	eb0b443e6419
71-13	UP5P0752	Cerealogy	b793070d9157
71-14	TP5P0933	Columbus	200b318520d9
71-15	UP5P0844	Hemophilia	8d933a87b1cf
71-16	TP6P1761	Lloyd_Aereo_Boliviano	2da6cc827aba
71-17	UP5P0780	Laryngology	b254fa0dc242
71-18	TP5P0659	Metallophobia	f2d1a1c6b669
71-19	UP5P0894	Alcoholophilia	7d51fc47fae7
71-20	TP5P0597	Xyrophobia	3592798f3eb0
71-21	UP5P0954	Alabama	a3160dc6bb2b
71-22	TP4Y0015	Carlsberg	d9002ecbbcd8
71-23	UP4Y0058	Cardinal	739fdc97ae75
71-24	TP6Y4331	Acna	0e923b5b9c31
71-25	UP5P0676	Limnophobia	40eaad986cb7
71-26	TP5P0669	Sciaphobia	7432008fd102
71-27	UP5P0848	Apodysophilia	88012a1b7bf7
71-28	TP4Y0057	Apostel_Braue	8d1b3ee8f90b
71-29	UP5Y0150	Mercury_Grand_Marquis	391319e31b9a
71-30	TP5P0701	Somniphobia	fcb9315144a6
71-31	UP5P0680	Cainophobia	17b728c47bf8
71-32	TP5P0833	Thrombophilia	98303792dbb7
71-33	UP6P1480	Lab_View	e3783aab7fed
71-34	TP5P0847	Little_Rock	2727889a12c2
71-35	UP5Y0136	Marcos_TSO	4fd8e78d4332
71-36	TP4Y0007	Arcobraue	099c7fc94999
71-37	UP6P1544	Donkey_Kong	baa8e15fa2f0
71-38	TP6P1609	Alice_Blue	d9b620162ce6
71-40	TP6P1209	Marguerite	a7ac34c7cd00
71-41	UP5P0622	Opiophobia	92b6ab035e66
71-42	TP6P1585	Paperboy	5da73d9b3453
71-43	UP5P0980	Pennsylvania	dbd7df7251f2
71-44	TP5Y0201	Chevrolet_Corvette	73fd7f984168
71-45	UP6P1634	American_Graffiti	b932488e2f89
71-46	TP6P1721	Raging_Bull	3fff949a2256
71-47	UP5P0666	Hadephobia	13215a559856
71-48	TP5P0819	Traumatology	1357eacec2bb
71-49	UP5P0810	Demonology	475580f34219
71-50	TP5P0935	Trenton	ba088ea10a64
71-51	UP5P0898	Wyoming	3523b499a03c
71-52	TP7P2121	Esrom	ffd90bddc84e
71-53	UP4Y0036	Roemer_Koelsch	ab502b475d34
71-54	TP6P1293	The_Thing	ab95df1cf8d4
71-55	UP5P0658	Aerophobiaish	375821bb71a9
71-56	TP6P1565	Centipede	9b81bdbd2a65
71-57	UP4P0212	Tamago	71216d43b32b
71-58	TP6P1787	Estonian_Air	c8cf49d63eb4
71-59	UP4P0102	Grape	fe31034a7a59
71-60	TP4P0209	Mushroom	1ee2d07364ba
71-61	AP6P1126	Little_Round_Top	ee4ae7a633a0
71-62	AP6P1106	Show_Stop	7bf2487c54f6
71-63	AP6P1114	Tigra_Top	149fae900a00
71-64	AP5P0401	Santa_Ana	ccd220b04e3e
72-01	UP5P1048	Aeromonas	fa9c32ad17ec
72-02	TP6P1239	Dark_Horse	fd62fa6c5045
72-03	UP6P1374	Durak_Card	7c063b9bee63
72-04	TP6Y4305	Hunab_Ku	b3389a26c53e
72-05	UP6Y4446	Lu_Dongbin	dbc83b20ace2
72-06	TP6P1321	Boomerang	95a5e41f1dfd
72-07	UP6H7504	Amarantertrappan	9351a1c0e4a5
72-08	TP6P1341	Helix	ae57c82c3a6b
72-09	UP6P1320	Twin_Jet	9fd9ceeb21d8
72-10	TP6P1319	Eta_Carinae	3d10761b2bce
72-11	UP5H0122	Hustrukobben	e7aba01d626f
72-12	TP6Y4475	Mandara	271c2ff55ccb
72-13	UP6Y4454	Cao_Guojiu	7ebd7d71d238
72-14	TP6P1333	Rosette	7017d9615166
72-15	UP5H0252	Prackharan	5c60ea2afb3c
72-16	TP6P1353	Little_Dumbbell	d217a32ba5f0
72-17	UP5H0256	Skomakarkobben	7cd75e9125d2
72-18	TP6P1359	Flame	73198bc97075
72-19	UP6P1398	Shanghai_Rum	d176a7e2f57d
72-20	TP6Y4429	Matali	15217f14f1e4
72-21	UP6P1284	Merope	b7623ce9ed81
72-22	TP6P1345	Owl_Nebula	1d6d55010061
72-23	UP6P1394	Poker	cec0731cfe44
72-24	TP6Y4431	Bharata	1adcbe4f3b75
72-25	UP6H7514	Barnhusgatan	0604b93ff205
72-26	TP5H0251	Pellekobben	ae4f54564f00
72-27	UP6P1324	Veil	56660d4e1342
72-28	TP6H7505	Amiralitetsbacken	a54adc5445a7
72-29	UP6Y4330	Tonatiuh	83a3988d5050
72-30	TP6H7521	Cedersdalsgatan	5c71001db35b
72-31	UP5P1026	Minnesota	a20172614e9b
72-32	TP6Y4441	Mohini	b2ee67ddffa6
72-33	UP6Y4276	Mahischa	3456ce88eeb2
72-34	TP5H0147	Bastulunsen	c8689d728b08
72-35	UP6P1350	Ant_Nebula	aea89c50c9d2
72-36	TP6Y4343	Huehueteotl	5ee4df1dcf87
72-37	UP5H0222	Hundgrundet	d21e3707602f
72-38	TP6P1257	Buttercup	320182c54649
72-39	UP6P1242	Pelican	f47aaf8102fa
72-40	TP6Y4269	Alom	6150c6b4733c
72-41	UP6Y4334	Ah_Chuy_Kak	dd1953e43397
72-42	TP4H0015	NN0015	82dbc7c95c98
72-43	UP6P1340	Spirograph	cb144a9152b5
72-44	TP5P0571	Urisk	10b1aadbe2c0
72-45	UP6H7520	Cardellgatan	0d2bb693c969
72-46	TP6P1241	Coal_Sack	03728e4a666d
72-47	UP6P1310	Ghost_of_Jupiter	9d79aa0596fd
72-48	TP5Y0151	Westkreuz	46f402ad2d21
72-49	UP6Y4304	Jaguargott	42a50c08b545
72-50	TP5P0983	TheShock	8e23c7c0cdc1
72-51	UP5P0760	Embryology	cb127bc2ed6b
72-52	TP5H0125	Trast	d6ab8075e2fb
72-53	UP6Y4436	Indra	2c7e95361ab2
72-54	TP6P1343	Rotten_Egg	b447984564df
72-55	UP6H7524	Chapmansgatan	5b7003b3954b
72-56	TP6H7507	Ansgariegatan	8c7bbad7158a
72-57	UP5P0728	Achluophobiaish	275527e474c8
72-58	TP6P1743	Cool_Hand_Luke	9f87a5502102
72-59	UP6P1396	Blind_Hookey	057674132159
72-60	TP6H7523	Centralplan	89bb41964a4e
72-61	AP6P1111	Tab_Stop	a2aed1ac2000
72-62	AP6P1120	Tip_Top	8c7b03a07541
72-63	AP6P1155	Old_Yellow_Top	772a80d66795
72-64	AP6P1158	Over_The_Top	d271bfaef0c9
73-01	UP6P1334	Pleiades	eb210715f03b
73-02	TP6P1329	Stingray	ae92b55a541f
73-03	UP6Y4272	Laozi	55c4f65e789b
73-04	TP6Y4277	Rudra	3ea2812c77e0
73-05	UP6P1336	Crab	f7c070310592
73-06	TP6P1351	Witch_Head	94034ed50ac9
73-07	UP5P0794	Allergology	1a08906dbb17
73-08	TP6P1751	From_Russia_With_Love	26f7bda7946d
73-09	UP6Y4274	Kung_Kung	b47cd037688a
73-10	TP6P1327	Papillon	dd03b5f84480
73-11	UP6Y4430	Pandavas	02aeeef35302
73-12	TP5P0981	Anthrax	2c0cecbd809d
73-13	UP6P1322	Tarantula	144b7b85d859
73-14	TP6Y4433	Girischa	416e145910ad
73-15	UP6Y4478	Dao	3952520fec48
73-16	TP6P1749	Great_Escape	b188cd497484
73-17	UP6Y4412	Vischnu	e9558175b972
73-18	TP5P0887	Great_Rift	427f23050246
73-19	UP6Y4268	Narayana	144211cb2ed5
73-20	TP6P1325	Gum	6ddd795c77eb
73-21	UP6Y4228	Putuoshan	2911d83d429b
73-22	TP6Y4303	Han_Xiangzi	c4bd10079c8f
73-23	UP6P1370	Pinochle	93094e9a3e4e
73-24	TP6Y4347	Devaki	61d3066a81ee
73-25	UP5P1052	Cryptosporidiosis	02f67a010560
73-26	TP6P1335	Eagle	1a696d89bdfe
73-27	UP5P0524	Borasco	b1c145c78235
73-28	TP5Y0199	Case_Arrow	bce25e925110
73-29	UP6Y4444	Maio_Shan	e1c0c8b43796
73-30	TP6P1739	Bonnie_And_Clyde	cd8a81d10684
73-31	UP5P0790	Climatology	e71d010964ff
73-32	TP6P1423	Russian_Bank	1b81d4a9fa33
73-33	UP5P0526	Hurricane	456a3da63adc
73-34	TP5P0709	Radiophobiaish	96a3a3340712
73-35	UP4P0306	Elephant	0f1ac8f0cacc
73-36	TP5P0907	Baton_Rouge	e25bfe6bde9e
73-37	UP5P1016	Nebraska	84da6b648629
73-38	TP4Y0035	Schultheiss	ba6f6ff66c27
73-39	UP6P1428	Klondike	3535df07a573
73-40	TP6P1409	Pasur_Card	2859edaf83f1
73-41	UP4P0272	Camel	95bb4d9871d1
73-42	TP5P0569	Mamur	1865b82493e8
73-43	UP6P1360	Little_Ghost	1ad801933fb1
73-44	TP6Y4449	Mu_Kung	65207af0c0d1
73-45	UP6P1318	Hourglass	833589cbee50
73-46	TP6P1403	Seven_Spades	8d4b166a42a0
73-47	UP6P1358	Little_Gem	0b8cf97ade5d
73-48	TP6Y4365	Dung_Wang_Kung	a276b86e8cd4
73-49	UP6Y4442	Durga	5da4ddb2f58c
73-50	TP6P1347	Trifid	f82b25bb2fff
73-51	UP6P1426	Nertz	c9187e466a09
73-52	TP5Y0109	Grunewald	5808e7563c55
73-53	UP6P1376	Bridge_Card	0b60356a7aa2
73-54	TP6P1349	Eight_burst	39d76c21f789
73-55	UP6P1366	Running_Man	db8a19ea2011
73-56	TP5P0695	Sinistrophobia	207856bee26f
73-57	UP6P1314	North_America	97785ea71b24
73-58	AP4P0060	Remus	7bbcdaf21d4c
73-59	UP6Y4458	Ho_Tai	f3509170c213
73-60	TP6Y4459	Chiyou	0560ad5c1808
73-61	AP6P1144	Tube_Top	b91a2f8040a7
73-62	AP6P1151	Set_Top	18b445cafae3
73-63	AP6P1118	Tram_Stop	dd326db4fdad
73-64	AP6P1133	High_Top	787bfc0b3113
74-01	UP6P1774	Ethiopian_Airlines	42850b5eff52
74-02	TP5P0591	Murophobiaish	008b8cd24d58
74-03	UP4P0292	Chipmunk	9c2e12ab67e3
74-04	TP6P1815	Varig_TAM	04affe9a859c
74-05	UP5P0902	Montana	e209531693eb
74-06	TP5P0503	Typhoonish	21f095a7fa5e
74-07	UP5P0816	Dermatology	a90258f2aa7c
74-08	TP4P0317	Weasel	db08b4cb3e25
74-09	UP5P0652	Immunology	179c5e47ff07
74-10	TP5P0611	Selaphobia	e7b1b9da9980
74-11	UP5P0574	Dipsophobia	bbfa8b321d0d
74-12	TP4P0323	Wolverine	83b10e4db480
74-13	UP5P0998	Islandophilia	fb83fc5c3f40
74-14	TP6P1823	Air_Burundi	d070b50e6018
74-15	UP4P0328	Hedgehog	1b955f41b088
74-16	TP5Y0127	Hohenschonhausen	285a18012b58
74-17	UP5P0596	Ligyrophobia	0911f5de6d46
74-18	TP5P0737	Springfield	119f83d8b029
74-19	UP6P1758	Air_Comores	bdce2d491514
74-20	TP6Y4385	Niu_Tou	ed1f142f51e8
74-21	UP5P0860	Apotemnophilia	91a4f3237e07
74-22	TP5P0845	Cheyenne	34f822f0976c
74-23	UP5P0556	Brubu	57363a184c52
74-24	TP5P0953	Jefferson_City	a0c0ead240fc
74-25	UP5P0724	Enetophobia	fb29b40cb960
74-26	TP5P0925	Chicago	a81913342414
74-27	UP6P1776	Czech_Airlines	75c0f16d22fc
74-28	TP5P0805	Theriology	5ac4bf7006fd
74-29	UP4P0200	Butadieneish	71b3c1992259
74-30	TP6P1813	TACV_Air	83bdcc31990c
74-31	UP4P0300	Dog	a56bb3a8823e
74-32	TP5P0507	Noreaster	fddd303fac9e
74-33	UP5Y0156	Morgan_8	eb9aaf61e9b8
74-34	TP6P1821	Air_China	6b32222e1c66
74-35	UP4P0304	Donkey	0d26d1a61410
74-36	TP4P0311	Wallaby	359e998f5f4f
74-37	UP6P1782	Aero_Benin	e398031ea2f1
74-38	TP6P1809	Royal_Aruban_Airlines	af8541448c39
74-39	UP6Y4378	Lakschmana	ea24c70a2f66
74-40	TP6Y4425	Surya	10bbd6f73d27
74-41	UP6P1766	Druk_Air	9fd06abf3e32
74-42	TP6P1825	Gulf_Air	ef81eb7f03f1
74-43	UP6P1760	Cayman_Airways	648209e0ed39
74-44	TP6P1803	Royal_Brunei_Airlines	4ac4df55dd90
74-45	UP6Y4434	Dasaratha	74c887b35099
74-46	TP6Y4369	Kasumamodini	83ca64c07d22
74-47	UP6P1770	Cubana_Air	bcba29ac86b0
74-48	TP6Y4417	Amaravati	8a0153338c83
74-49	UP6P1772	Air_Canada	67d20467c806
74-50	TP6P1827	Aerolineas_Argentinas	7c9123c4ab15
74-51	UP4P0122	Rotini	5040bcb397a2
74-52	TP6Y4289	Ajtzak	74d82bb5ad4d
74-53	UP5P0770	Balneology	19d608394000
74-54	TP4P0105	Cherry	2d89e981dcfe
74-55	UP6Y4440	Dhritaraschtras	fc97b26e1d41
74-56	TP5P0585	Melanophobia	f2d5c9423799
74-57	UP6Y4364	Budai	944a4127d4ca
74-58	TP4P0293	Tapir	4f13499b8621
74-59	UP4P0114	Mostaccioli	705f58c0eb71
74-60	TP5P0677	Neophilia	0452a08290bf
74-61	AP5P0415	Orc	894993470840
74-62	TP4P0175	Blonde_ale	ea3407c31ec5
74-63	AP5P0422	Tangie	ecdfa3cd6af4
74-64	TP4P0243	Panda	dceae1ccfe93
75-01	UP6P1808	Taveuni	4b385e234242
75-02	TP4P0135	Pilsner	e343dc7d9709
75-03	UP6P1532	SML	199dc19b5b66
75-04	TP6P1727	Superman	478446c3adf2
75-05	UP6P1798	Peppermint_Shrimp	a0f90c91e322
75-06	TP6P1531	PostScript	7944be194a84
75-07	UP6P1316	Omega	53e5be8f6473
75-08	TP6P1619	Sea_Blue	b8d10e8f1852
75-09	UP5P0602	Doraphobia	21023f61af76
75-10	TP6P1617	Dark_Blue	207341edbd6e
75-11	UP6P1640	Indigo	8c459e501f6c
75-12	TP6P1337	Dumbbellish	8da7717ddf58
75-13	UP6P1700	Enter_The_Dragon	ba9b2cf7854f
75-14	TP5P0843	Austin	e4a226f9abf1
75-15	UP6P1420	ANSIC	8f6c60b20815
75-16	TP6P1317	The_Ringish	18b1db8c0c9d
75-17	UP5P0970	Alaska	22c2b1453486
75-18	TP6P1667	Captain_Flume	b02edef4037b
75-19	UP6P1446	ALGOL	0f0958573c09
75-20	TP5P0999	Fifth_Diseasish	57424de6f73a
75-21	UP6P1224	Forgetmenot	d1fca3346ff6
75-22	TP6P1665	Hungry_Joe	82d1330538ca
75-23	UP5P1050	Yellow_Feverish	4c90359d5887
75-24	TP6P1519	FORTRAN	6a2933537307
75-25	UP6P1202	Rose	160c81130d83
75-26	TP6P1661	Corporal_Kolodny	db347b9c27e2
75-27	UP6P1482	HTML	625bde0d09a6
75-28	TP6P1445	AHDL	ce7adf95fbcf
75-29	UP4Y0060	Rats_Koelsch	92fc754f9ac4
75-30	TP6P1775	Flatworm	0b600c82c4db
75-31	UP6P1794	Pencil_Urchin	d847aed67ec7
75-32	TP6P1663	Havermeyer	cb90e12e618a
75-33	UP6P1726	Flamingo_Tongue	c313d7db55b7
75-34	TP6P1841	Giant_Clam	12208e1de183
75-35	UP6P1522	Prolog	f5f30c71da65
75-36	TP6P1487	Java	36896af285dd
75-37	UP6P1452	CAML	d681cbe3c475
75-38	TP6P1537	Simula	d7070b5f546a
75-39	UP6P1802	Sand_Dollar	c01f026cabf2
75-40	TP6P1529	Haskell	06bb1c4ae7e6
75-41	UP5P0850	Hirsutophiliaish	c14476adec1c
75-42	TP6P1527	Spice	ad4f3ad539c8
75-43	UP6P1528	Python	bbddb51703e8
75-44	TP6P1719	Easy_Rider	4098488fe3aa
75-45	UP6P1694	My_Fair_Lady	e5dd2d382fe6
75-46	TP6P1731	Days_Of_Heaven	f0f7d2d6c434
75-47	UP6P1538	TCL	c352a7698b74
75-48	TP6P1759	Spartacus	ac6a90a8a704
75-49	UP6P1806	Kadavu	8780033da3cf
75-50	TP7P2101	Peleliu	103e75237559
75-51	UP6P1686	Breakfast_At_Tiffanys	4e6df16d0fa8
75-52	TP7P2103	Babeldaob	7d1ed7aacdd0
75-53	UP6P1830	Futuna	e64997a20a88
75-54	TP6P1267	Gerbera	fdd316e90cb8
75-55	UP6P1688	Graduate	95a229119922
75-56	TP5P0523	Papagayoish	a7ff595a6465
